lat,lon
52.1786819,0.362184
52.1774056,0.3592229
52.176774,0.3570342
52.1761029,0.3540945
52.1758661,0.3527856
52.1756358,0.3518683
52.1755338,0.3512943
52.1753595,0.3497279
52.1753266,0.348537
52.1753595,0.3480059
52.1753233,0.3472227
52.1752081,0.3465575
52.1741554,0.3436017
52.1732211,0.3417349
52.1725894,0.3405333
52.1707734,0.3373575
52.1688124,0.3336024
52.1675227,0.3299332
52.166733,0.3273153
52.1662723,0.325942
52.1654958,0.3237963
52.164535,0.3195047
52.1645087,0.3168869
52.164456,0.316093
52.1648772,0.313046
52.1651799,0.3105569
52.165509,0.3077674
52.1656537,0.3052783
52.1658248,0.3024673
52.1660486,0.3009009
52.1668251,0.2975106
52.16722,0.2962446
52.1679438,0.2938199
52.1696942,0.2903008
52.171155,0.2853227
52.1714445,0.2830482
52.1715366,0.2810526
52.1718788,0.2780056
52.1720367,0.2754307
52.1721288,0.2727914
52.1718525,0.2692294
52.1715366,0.2672338
52.1705628,0.2617621
52.169681,0.2585435
52.1694047,0.256269
52.1690625,0.2541018
52.1681939,0.2507329
52.1673911,0.2488017
52.1664566,0.2466345
52.1657854,0.2452183
52.1653642,0.2444673
52.1651668,0.2439523
52.1648904,0.2429652
52.1643244,0.2410769
52.1638374,0.2390814
52.1631135,0.2361417
52.1626791,0.2340174
52.1624817,0.2322793
52.1624158,0.2312493
52.1624027,0.2308202
52.1624027,0.2308202
52.162304,0.229007
52.1622184,0.2264214
52.1621394,0.2232885
52.1620934,0.2207565
52.1619288,0.2161002
52.161784,0.2123666
52.161705,0.2086973
52.161455,0.2049637
52.1611654,0.2017879
52.1609548,0.1992345
52.1605467,0.1959944
52.1599807,0.1918316
52.1597042,0.1879692
52.1593883,0.185008
52.1593093,0.1846969
52.1587762,0.1828247
52.1581476,0.1813066
52.1575092,0.1798582
52.1570451,0.1779485
52.1565712,0.1763606
52.1560315,0.1736569
52.1554391,0.1705456
52.154952,0.1676488
52.1546755,0.1659966
52.1534775,0.1623917
52.1530167,0.1606107
52.1524506,0.1589155
52.1515816,0.155654
52.1508312,0.1534224
52.149554,0.1509547
52.1490241,0.1502681
52.1483394,0.1491845
52.1477963,0.1484495
52.1463018,0.1465344
52.1451167,0.1447749
52.1440369,0.1432729
52.1430888,0.141921
52.1421275,0.1407623
52.1405604,0.1390672
52.139283,0.1376081
52.1372153,0.1354194
52.1359378,0.1338315
52.1349369,0.1323509
52.1342388,0.1311493
52.1336461,0.1297331
52.1329348,0.1283383
52.1316704,0.1258707
52.1301819,0.1233602
52.129497,0.1221585
52.128812,0.1207423
52.1273762,0.1164508
52.1259798,0.1121807
52.1250313,0.1091552
52.1237534,0.1037586
52.1233022,0.1018757
52.122963,0.1001376
52.1225743,0.0978899
52.1222022,0.0953418
52.1221495,0.0948751
52.122021,0.0935984
52.1218991,0.0923967
52.1218267,0.0914097
52.1217707,0.0900042
52.1216291,0.0877726
52.1215895,0.0866622
52.1215895,0.0866622
52.1210461,0.0841141
52.1196297,0.0783098
52.1181541,0.0724089
52.1166784,0.0676453
52.1157494,0.0637722
52.1153278,0.0610149
52.1149852,0.0598669
52.1144581,0.0588262
52.1140365,0.057689
52.1133315,0.0559831
